pair_id,lexical_family,template_family_id,frame_index,arithmetic_operation,selector_active_entry,arithmetic_answer_and_wrong_operation_foil_correct,selector_answer_and_competing_entry_foil_correct,operation_word_and_direction_unambiguous,selector_tag_entry_binding_unambiguous,matched_label_case_key_ledger_paths_valid,identical_context_and_prompt_contract,question_target_only_change,within_condition_exposure_contract,arithmetic_transformation_required,selector_matched_retrieval_required,numeric_collision_and_shortcut_absence,one_numeral_output_instruction_clear,frozen_oa_row_and_metadata_consistent,automatic_pair_checks_all_pass,natural_grammar_and_semantic_clarity,reviewer_id,review_status,comments,satisfies_independent_human_gate
calv3_points_balance_05_f06,points_balance,v3_pts_contest_docket,6,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_05_f07,points_balance,v3_pts_contest_docket,7,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_05_f08,points_balance,v3_pts_contest_docket,8,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_06_f01,points_balance,v3_pts_merit_index,1,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_06_f02,points_balance,v3_pts_merit_index,2,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_06_f03,points_balance,v3_pts_merit_index,3,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_06_f04,points_balance,v3_pts_merit_index,4,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_06_f05,points_balance,v3_pts_merit_index,5,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_06_f06,points_balance,v3_pts_merit_index,6,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_06_f07,points_balance,v3_pts_merit_index,7,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_06_f08,points_balance,v3_pts_merit_index,8,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_07_f01,points_balance,v3_pts_challenge_book,1,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_07_f02,points_balance,v3_pts_challenge_book,2,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_07_f03,points_balance,v3_pts_challenge_book,3,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_07_f04,points_balance,v3_pts_challenge_book,4,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_07_f05,points_balance,v3_pts_challenge_book,5,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_07_f06,points_balance,v3_pts_challenge_book,6,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_07_f07,points_balance,v3_pts_challenge_book,7,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_points_balance_07_f08,points_balance,v3_pts_challenge_book,8,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_00_f01,temperature,v3_tmp_terrarium_monitor,1,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_00_f02,temperature,v3_tmp_terrarium_monitor,2,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_00_f03,temperature,v3_tmp_terrarium_monitor,3,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_00_f04,temperature,v3_tmp_terrarium_monitor,4,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_00_f05,temperature,v3_tmp_terrarium_monitor,5,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_00_f06,temperature,v3_tmp_terrarium_monitor,6,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_00_f07,temperature,v3_tmp_terrarium_monitor,7,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_00_f08,temperature,v3_tmp_terrarium_monitor,8,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_01_f01,temperature,v3_tmp_kiln_tracker,1,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_01_f02,temperature,v3_tmp_kiln_tracker,2,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_01_f03,temperature,v3_tmp_kiln_tracker,3,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_01_f04,temperature,v3_tmp_kiln_tracker,4,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_01_f05,temperature,v3_tmp_kiln_tracker,5,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_01_f06,temperature,v3_tmp_kiln_tracker,6,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_01_f07,temperature,v3_tmp_kiln_tracker,7,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_01_f08,temperature,v3_tmp_kiln_tracker,8,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_02_f01,temperature,v3_tmp_cooler_station,1,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_02_f02,temperature,v3_tmp_cooler_station,2,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_02_f03,temperature,v3_tmp_cooler_station,3,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_02_f04,temperature,v3_tmp_cooler_station,4,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_02_f05,temperature,v3_tmp_cooler_station,5,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_02_f06,temperature,v3_tmp_cooler_station,6,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_02_f07,temperature,v3_tmp_cooler_station,7,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_02_f08,temperature,v3_tmp_cooler_station,8,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_03_f01,temperature,v3_tmp_reactor_panel,1,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_03_f02,temperature,v3_tmp_reactor_panel,2,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_03_f03,temperature,v3_tmp_reactor_panel,3,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_03_f04,temperature,v3_tmp_reactor_panel,4,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_03_f05,temperature,v3_tmp_reactor_panel,5,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_03_f06,temperature,v3_tmp_reactor_panel,6,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_03_f07,temperature,v3_tmp_reactor_panel,7,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_03_f08,temperature,v3_tmp_reactor_panel,8,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_04_f01,temperature,v3_tmp_greenhouse_sensor,1,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_04_f02,temperature,v3_tmp_greenhouse_sensor,2,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_04_f03,temperature,v3_tmp_greenhouse_sensor,3,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_04_f04,temperature,v3_tmp_greenhouse_sensor,4,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_04_f05,temperature,v3_tmp_greenhouse_sensor,5,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_04_f06,temperature,v3_tmp_greenhouse_sensor,6,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_04_f07,temperature,v3_tmp_greenhouse_sensor,7,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_04_f08,temperature,v3_tmp_greenhouse_sensor,8,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_05_f01,temperature,v3_tmp_vault_gauge,1,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_05_f02,temperature,v3_tmp_vault_gauge,2,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_05_f03,temperature,v3_tmp_vault_gauge,3,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_05_f04,temperature,v3_tmp_vault_gauge,4,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_05_f05,temperature,v3_tmp_vault_gauge,5,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_05_f06,temperature,v3_tmp_vault_gauge,6,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_05_f07,temperature,v3_tmp_vault_gauge,7,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_05_f08,temperature,v3_tmp_vault_gauge,8,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_06_f01,temperature,v3_tmp_basin_console,1,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_06_f02,temperature,v3_tmp_basin_console,2,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_06_f03,temperature,v3_tmp_basin_console,3,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_06_f04,temperature,v3_tmp_basin_console,4,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_06_f05,temperature,v3_tmp_basin_console,5,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_06_f06,temperature,v3_tmp_basin_console,6,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_06_f07,temperature,v3_tmp_basin_console,7,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_06_f08,temperature,v3_tmp_basin_console,8,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_07_f01,temperature,v3_tmp_module_thermometer,1,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_07_f02,temperature,v3_tmp_module_thermometer,2,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_07_f03,temperature,v3_tmp_module_thermometer,3,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_07_f04,temperature,v3_tmp_module_thermometer,4,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_07_f05,temperature,v3_tmp_module_thermometer,5,add,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_07_f06,temperature,v3_tmp_module_thermometer,6,add,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_07_f07,temperature,v3_tmp_module_thermometer,7,subtract,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
calv3_temperature_07_f08,temperature,v3_tmp_module_thermometer,8,subtract,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_audit_nonhuman_v3_20260830,AI_AUDIT_PASS,,NO
