pair_id,lexical_family,template_family_id,fact_math_correct,identical_context_confirmed,single_feature_change_confirmed,natural_grammar,relevance_labels_correct,answer_exposure_equal,cross_fact_answer_copy_shortcut,reviewer_id,review_status,comments,satisfies_independent_human_gate
cal_temperature_00_03_00,temperature,temp_tank_warmed,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_00_03_01,temperature,temp_tank_warmed,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_01_00_00,temperature,temp_room_rose,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_01_00_01,temperature,temp_room_rose,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_01_01_00,temperature,temp_room_rose,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_01_01_01,temperature,temp_room_rose,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_01_02_00,temperature,temp_room_rose,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_01_02_01,temperature,temp_room_rose,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_01_03_00,temperature,temp_room_rose,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_01_03_01,temperature,temp_room_rose,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_02_00_00,temperature,temp_chamber_heated,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_02_00_01,temperature,temp_chamber_heated,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_02_01_00,temperature,temp_chamber_heated,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_02_01_01,temperature,temp_chamber_heated,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_02_02_00,temperature,temp_chamber_heated,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_02_02_01,temperature,temp_chamber_heated,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_02_03_00,temperature,temp_chamber_heated,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_02_03_01,temperature,temp_chamber_heated,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_03_00_00,temperature,temp_beaker_increased,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_03_00_01,temperature,temp_beaker_increased,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_03_01_00,temperature,temp_beaker_increased,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_03_01_01,temperature,temp_beaker_increased,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_03_02_00,temperature,temp_beaker_increased,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_03_02_01,temperature,temp_beaker_increased,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_03_03_00,temperature,temp_beaker_increased,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_03_03_01,temperature,temp_beaker_increased,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_04_00_00,temperature,temp_oven_climbed,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_04_00_01,temperature,temp_oven_climbed,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_04_01_00,temperature,temp_oven_climbed,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_04_01_01,temperature,temp_oven_climbed,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_04_02_00,temperature,temp_oven_climbed,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_04_02_01,temperature,temp_oven_climbed,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_04_03_00,temperature,temp_oven_climbed,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_04_03_01,temperature,temp_oven_climbed,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_05_00_00,temperature,temp_sensor_rising,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_05_00_01,temperature,temp_sensor_rising,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_05_01_00,temperature,temp_sensor_rising,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_05_01_01,temperature,temp_sensor_rising,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_05_02_00,temperature,temp_sensor_rising,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_05_02_01,temperature,temp_sensor_rising,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_05_03_00,temperature,temp_sensor_rising,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
cal_temperature_05_03_01,temperature,temp_sensor_rising,YES,YES,YES,YES,YES,YES,PRESENT,codex_ai_preaudit_nonhuman,AI_PREAUDIT_NEEDS_REVISION,Relevant answer is copied verbatim in the matched direct fact; the model can emit the correct answer without applying the intended transformation.,NO
