pair_id,lexical_family,template_family_id,answer_orientation,label_record_role_orientation,record_block_order,context,relevant_question,irrelevant_question,operation,start,delta,relevant_answer,irrelevant_answer,direct_attribute,transformed_attribute,direct_record_key,transformed_record_key,output_instruction,arithmetic_answer_correct,direct_answer_correct,label_key_record_binding_clear,relevant_transformation_required,irrelevant_keyed_retrieval_valid,answer_copy_shortcut_absent,question_target_only_change,natural_grammar_and_unambiguous_direction,counterbalance_counterpart_equivalent,output_instruction_clear,reviewer_id,review_status,comments
calv211_decrease_07_ans0_role1_order0,decrease,v21_dec_bottle_catalog,A_to_relevant,1,direct_block_first,The catalog maps Rowan's black bottles to listing Russet. Listing Russet gives the current stock as 47 bottles. The catalog maps Rowan's green bottles to listing Quartz. Listing Quartz gives a prior stock of 48 bottles and says 9 were recycled.,What is the current stock of green bottles for Rowan?,What is the current stock of black bottles for Rowan?,subtract,48,9,39,47,black,green,Russet,Quartz,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_decrease_07_ans0_role1_order1,decrease,v21_dec_bottle_catalog,A_to_relevant,1,transformed_block_first,The catalog maps Rowan's green bottles to listing Quartz. Listing Quartz gives a prior stock of 48 bottles and says 9 were recycled. The catalog maps Rowan's black bottles to listing Russet. Listing Russet gives the current stock as 47 bottles.,What is the current stock of green bottles for Rowan?,What is the current stock of black bottles for Rowan?,subtract,48,9,39,47,black,green,Russet,Quartz,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_decrease_07_ans1_role0_order0,decrease,v21_dec_bottle_catalog,B_to_relevant,0,direct_block_first,The catalog maps Rowan's green bottles to listing Quartz. Listing Quartz gives the current stock as 39 bottles. The catalog maps Rowan's black bottles to listing Russet. Listing Russet gives a prior stock of 56 bottles and says 9 were recycled.,What is the current stock of black bottles for Rowan?,What is the current stock of green bottles for Rowan?,subtract,56,9,47,39,green,black,Quartz,Russet,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_decrease_07_ans1_role0_order1,decrease,v21_dec_bottle_catalog,B_to_relevant,0,transformed_block_first,The catalog maps Rowan's black bottles to listing Russet. Listing Russet gives a prior stock of 56 bottles and says 9 were recycled. The catalog maps Rowan's green bottles to listing Quartz. Listing Quartz gives the current stock as 39 bottles.,What is the current stock of black bottles for Rowan?,What is the current stock of green bottles for Rowan?,subtract,56,9,47,39,green,black,Quartz,Russet,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_decrease_07_ans1_role1_order0,decrease,v21_dec_bottle_catalog,B_to_relevant,1,direct_block_first,The catalog maps Rowan's black bottles to listing Russet. Listing Russet gives the current stock as 39 bottles. The catalog maps Rowan's green bottles to listing Quartz. Listing Quartz gives a prior stock of 56 bottles and says 9 were recycled.,What is the current stock of green bottles for Rowan?,What is the current stock of black bottles for Rowan?,subtract,56,9,47,39,black,green,Russet,Quartz,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_decrease_07_ans1_role1_order1,decrease,v21_dec_bottle_catalog,B_to_relevant,1,transformed_block_first,The catalog maps Rowan's green bottles to listing Quartz. Listing Quartz gives a prior stock of 56 bottles and says 9 were recycled. The catalog maps Rowan's black bottles to listing Russet. Listing Russet gives the current stock as 39 bottles.,What is the current stock of green bottles for Rowan?,What is the current stock of black bottles for Rowan?,subtract,56,9,47,39,black,green,Russet,Quartz,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_00_ans0_role0_order0,increase,v21_inc_clip_archive,A_to_relevant,0,direct_block_first,Tessa's red clip count is indexed by record Yarrow. Record Yarrow reports a current count of 42 clips. Tessa's blue clip count is indexed by record Haven. Record Haven reports 28 clips before 4 more were received.,What is Tessa's current blue clip count?,What is Tessa's current red clip count?,add,28,4,32,42,red,blue,Yarrow,Haven,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_00_ans0_role0_order1,increase,v21_inc_clip_archive,A_to_relevant,0,transformed_block_first,Tessa's blue clip count is indexed by record Haven. Record Haven reports 28 clips before 4 more were received. Tessa's red clip count is indexed by record Yarrow. Record Yarrow reports a current count of 42 clips.,What is Tessa's current blue clip count?,What is Tessa's current red clip count?,add,28,4,32,42,red,blue,Yarrow,Haven,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_00_ans0_role1_order0,increase,v21_inc_clip_archive,A_to_relevant,1,direct_block_first,Tessa's blue clip count is indexed by record Haven. Record Haven reports a current count of 42 clips. Tessa's red clip count is indexed by record Yarrow. Record Yarrow reports 28 clips before 4 more were received.,What is Tessa's current red clip count?,What is Tessa's current blue clip count?,add,28,4,32,42,blue,red,Haven,Yarrow,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_00_ans0_role1_order1,increase,v21_inc_clip_archive,A_to_relevant,1,transformed_block_first,Tessa's red clip count is indexed by record Yarrow. Record Yarrow reports 28 clips before 4 more were received. Tessa's blue clip count is indexed by record Haven. Record Haven reports a current count of 42 clips.,What is Tessa's current red clip count?,What is Tessa's current blue clip count?,add,28,4,32,42,blue,red,Haven,Yarrow,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_00_ans1_role0_order0,increase,v21_inc_clip_archive,B_to_relevant,0,direct_block_first,Tessa's red clip count is indexed by record Yarrow. Record Yarrow reports a current count of 32 clips. Tessa's blue clip count is indexed by record Haven. Record Haven reports 38 clips before 4 more were received.,What is Tessa's current blue clip count?,What is Tessa's current red clip count?,add,38,4,42,32,red,blue,Yarrow,Haven,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_00_ans1_role0_order1,increase,v21_inc_clip_archive,B_to_relevant,0,transformed_block_first,Tessa's blue clip count is indexed by record Haven. Record Haven reports 38 clips before 4 more were received. Tessa's red clip count is indexed by record Yarrow. Record Yarrow reports a current count of 32 clips.,What is Tessa's current blue clip count?,What is Tessa's current red clip count?,add,38,4,42,32,red,blue,Yarrow,Haven,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_00_ans1_role1_order0,increase,v21_inc_clip_archive,B_to_relevant,1,direct_block_first,Tessa's blue clip count is indexed by record Haven. Record Haven reports a current count of 32 clips. Tessa's red clip count is indexed by record Yarrow. Record Yarrow reports 38 clips before 4 more were received.,What is Tessa's current red clip count?,What is Tessa's current blue clip count?,add,38,4,42,32,blue,red,Haven,Yarrow,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_00_ans1_role1_order1,increase,v21_inc_clip_archive,B_to_relevant,1,transformed_block_first,Tessa's red clip count is indexed by record Yarrow. Record Yarrow reports 38 clips before 4 more were received. Tessa's blue clip count is indexed by record Haven. Record Haven reports a current count of 32 clips.,What is Tessa's current red clip count?,What is Tessa's current blue clip count?,add,38,4,42,32,blue,red,Haven,Yarrow,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_01_ans0_role0_order0,increase,v21_inc_ribbon_ledger,A_to_relevant,0,direct_block_first,"For Victor, the red ribbon inventory points to ledger Violet. Ledger Violet lists 45 ribbons currently. For Victor, the blue ribbon inventory points to ledger Lagoon. Ledger Lagoon lists 22 ribbons before 9 more were added.",How many blue ribbons are currently in Victor's inventory?,How many red ribbons are currently in Victor's inventory?,add,22,9,31,45,red,blue,Violet,Lagoon,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_01_ans0_role0_order1,increase,v21_inc_ribbon_ledger,A_to_relevant,0,transformed_block_first,"For Victor, the blue ribbon inventory points to ledger Lagoon. Ledger Lagoon lists 22 ribbons before 9 more were added. For Victor, the red ribbon inventory points to ledger Violet. Ledger Violet lists 45 ribbons currently.",How many blue ribbons are currently in Victor's inventory?,How many red ribbons are currently in Victor's inventory?,add,22,9,31,45,red,blue,Violet,Lagoon,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_01_ans0_role1_order0,increase,v21_inc_ribbon_ledger,A_to_relevant,1,direct_block_first,"For Victor, the blue ribbon inventory points to ledger Lagoon. Ledger Lagoon lists 45 ribbons currently. For Victor, the red ribbon inventory points to ledger Violet. Ledger Violet lists 22 ribbons before 9 more were added.",How many red ribbons are currently in Victor's inventory?,How many blue ribbons are currently in Victor's inventory?,add,22,9,31,45,blue,red,Lagoon,Violet,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_01_ans0_role1_order1,increase,v21_inc_ribbon_ledger,A_to_relevant,1,transformed_block_first,"For Victor, the red ribbon inventory points to ledger Violet. Ledger Violet lists 22 ribbons before 9 more were added. For Victor, the blue ribbon inventory points to ledger Lagoon. Ledger Lagoon lists 45 ribbons currently.",How many red ribbons are currently in Victor's inventory?,How many blue ribbons are currently in Victor's inventory?,add,22,9,31,45,blue,red,Lagoon,Violet,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_01_ans1_role0_order0,increase,v21_inc_ribbon_ledger,B_to_relevant,0,direct_block_first,"For Victor, the red ribbon inventory points to ledger Violet. Ledger Violet lists 31 ribbons currently. For Victor, the blue ribbon inventory points to ledger Lagoon. Ledger Lagoon lists 36 ribbons before 9 more were added.",How many blue ribbons are currently in Victor's inventory?,How many red ribbons are currently in Victor's inventory?,add,36,9,45,31,red,blue,Violet,Lagoon,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_01_ans1_role0_order1,increase,v21_inc_ribbon_ledger,B_to_relevant,0,transformed_block_first,"For Victor, the blue ribbon inventory points to ledger Lagoon. Ledger Lagoon lists 36 ribbons before 9 more were added. For Victor, the red ribbon inventory points to ledger Violet. Ledger Violet lists 31 ribbons currently.",How many blue ribbons are currently in Victor's inventory?,How many red ribbons are currently in Victor's inventory?,add,36,9,45,31,red,blue,Violet,Lagoon,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_01_ans1_role1_order0,increase,v21_inc_ribbon_ledger,B_to_relevant,1,direct_block_first,"For Victor, the blue ribbon inventory points to ledger Lagoon. Ledger Lagoon lists 31 ribbons currently. For Victor, the red ribbon inventory points to ledger Violet. Ledger Violet lists 36 ribbons before 9 more were added.",How many red ribbons are currently in Victor's inventory?,How many blue ribbons are currently in Victor's inventory?,add,36,9,45,31,blue,red,Lagoon,Violet,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_01_ans1_role1_order1,increase,v21_inc_ribbon_ledger,B_to_relevant,1,transformed_block_first,"For Victor, the red ribbon inventory points to ledger Violet. Ledger Violet lists 36 ribbons before 9 more were added. For Victor, the blue ribbon inventory points to ledger Lagoon. Ledger Lagoon lists 31 ribbons currently.",How many red ribbons are currently in Victor's inventory?,How many blue ribbons are currently in Victor's inventory?,add,36,9,45,31,blue,red,Lagoon,Violet,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_02_ans0_role0_order0,increase,v21_inc_notebook_file,A_to_relevant,0,direct_block_first,The file for Willa's red notebooks is named Birch. File Birch gives the present total as 56 notebooks. The file for Willa's blue notebooks is named Onyx. File Onyx starts from 28 notebooks and notes that 6 more were purchased.,What is the present number of blue notebooks for Willa?,What is the present number of red notebooks for Willa?,add,28,6,34,56,red,blue,Birch,Onyx,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_02_ans0_role0_order1,increase,v21_inc_notebook_file,A_to_relevant,0,transformed_block_first,The file for Willa's blue notebooks is named Onyx. File Onyx starts from 28 notebooks and notes that 6 more were purchased. The file for Willa's red notebooks is named Birch. File Birch gives the present total as 56 notebooks.,What is the present number of blue notebooks for Willa?,What is the present number of red notebooks for Willa?,add,28,6,34,56,red,blue,Birch,Onyx,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_02_ans0_role1_order0,increase,v21_inc_notebook_file,A_to_relevant,1,direct_block_first,The file for Willa's blue notebooks is named Onyx. File Onyx gives the present total as 56 notebooks. The file for Willa's red notebooks is named Birch. File Birch starts from 28 notebooks and notes that 6 more were purchased.,What is the present number of red notebooks for Willa?,What is the present number of blue notebooks for Willa?,add,28,6,34,56,blue,red,Onyx,Birch,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_02_ans0_role1_order1,increase,v21_inc_notebook_file,A_to_relevant,1,transformed_block_first,The file for Willa's red notebooks is named Birch. File Birch starts from 28 notebooks and notes that 6 more were purchased. The file for Willa's blue notebooks is named Onyx. File Onyx gives the present total as 56 notebooks.,What is the present number of red notebooks for Willa?,What is the present number of blue notebooks for Willa?,add,28,6,34,56,blue,red,Onyx,Birch,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_02_ans1_role0_order0,increase,v21_inc_notebook_file,B_to_relevant,0,direct_block_first,The file for Willa's red notebooks is named Birch. File Birch gives the present total as 34 notebooks. The file for Willa's blue notebooks is named Onyx. File Onyx starts from 50 notebooks and notes that 6 more were purchased.,What is the present number of blue notebooks for Willa?,What is the present number of red notebooks for Willa?,add,50,6,56,34,red,blue,Birch,Onyx,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_02_ans1_role0_order1,increase,v21_inc_notebook_file,B_to_relevant,0,transformed_block_first,The file for Willa's blue notebooks is named Onyx. File Onyx starts from 50 notebooks and notes that 6 more were purchased. The file for Willa's red notebooks is named Birch. File Birch gives the present total as 34 notebooks.,What is the present number of blue notebooks for Willa?,What is the present number of red notebooks for Willa?,add,50,6,56,34,red,blue,Birch,Onyx,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_02_ans1_role1_order0,increase,v21_inc_notebook_file,B_to_relevant,1,direct_block_first,The file for Willa's blue notebooks is named Onyx. File Onyx gives the present total as 34 notebooks. The file for Willa's red notebooks is named Birch. File Birch starts from 50 notebooks and notes that 6 more were purchased.,What is the present number of red notebooks for Willa?,What is the present number of blue notebooks for Willa?,add,50,6,56,34,blue,red,Onyx,Birch,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_02_ans1_role1_order1,increase,v21_inc_notebook_file,B_to_relevant,1,transformed_block_first,The file for Willa's red notebooks is named Birch. File Birch starts from 50 notebooks and notes that 6 more were purchased. The file for Willa's blue notebooks is named Onyx. File Onyx gives the present total as 34 notebooks.,What is the present number of red notebooks for Willa?,What is the present number of blue notebooks for Willa?,add,50,6,56,34,blue,red,Onyx,Birch,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_03_ans0_role0_order0,increase,v21_inc_pebble_register,A_to_relevant,0,direct_block_first,Xavier's register links the red pebble category to entry Clover. Entry Clover shows a current quantity of 57 pebbles. Xavier's register links the blue pebble category to entry Tango. Entry Tango shows 39 pebbles before 7 more were collected.,How many blue pebbles does Xavier currently have?,How many red pebbles does Xavier currently have?,add,39,7,46,57,red,blue,Clover,Tango,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_03_ans0_role0_order1,increase,v21_inc_pebble_register,A_to_relevant,0,transformed_block_first,Xavier's register links the blue pebble category to entry Tango. Entry Tango shows 39 pebbles before 7 more were collected. Xavier's register links the red pebble category to entry Clover. Entry Clover shows a current quantity of 57 pebbles.,How many blue pebbles does Xavier currently have?,How many red pebbles does Xavier currently have?,add,39,7,46,57,red,blue,Clover,Tango,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_03_ans0_role1_order0,increase,v21_inc_pebble_register,A_to_relevant,1,direct_block_first,Xavier's register links the blue pebble category to entry Tango. Entry Tango shows a current quantity of 57 pebbles. Xavier's register links the red pebble category to entry Clover. Entry Clover shows 39 pebbles before 7 more were collected.,How many red pebbles does Xavier currently have?,How many blue pebbles does Xavier currently have?,add,39,7,46,57,blue,red,Tango,Clover,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_03_ans0_role1_order1,increase,v21_inc_pebble_register,A_to_relevant,1,transformed_block_first,Xavier's register links the red pebble category to entry Clover. Entry Clover shows 39 pebbles before 7 more were collected. Xavier's register links the blue pebble category to entry Tango. Entry Tango shows a current quantity of 57 pebbles.,How many red pebbles does Xavier currently have?,How many blue pebbles does Xavier currently have?,add,39,7,46,57,blue,red,Tango,Clover,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_03_ans1_role0_order0,increase,v21_inc_pebble_register,B_to_relevant,0,direct_block_first,Xavier's register links the red pebble category to entry Clover. Entry Clover shows a current quantity of 46 pebbles. Xavier's register links the blue pebble category to entry Tango. Entry Tango shows 50 pebbles before 7 more were collected.,How many blue pebbles does Xavier currently have?,How many red pebbles does Xavier currently have?,add,50,7,57,46,red,blue,Clover,Tango,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_03_ans1_role0_order1,increase,v21_inc_pebble_register,B_to_relevant,0,transformed_block_first,Xavier's register links the blue pebble category to entry Tango. Entry Tango shows 50 pebbles before 7 more were collected. Xavier's register links the red pebble category to entry Clover. Entry Clover shows a current quantity of 46 pebbles.,How many blue pebbles does Xavier currently have?,How many red pebbles does Xavier currently have?,add,50,7,57,46,red,blue,Clover,Tango,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_03_ans1_role1_order0,increase,v21_inc_pebble_register,B_to_relevant,1,direct_block_first,Xavier's register links the blue pebble category to entry Tango. Entry Tango shows a current quantity of 46 pebbles. Xavier's register links the red pebble category to entry Clover. Entry Clover shows 50 pebbles before 7 more were collected.,How many red pebbles does Xavier currently have?,How many blue pebbles does Xavier currently have?,add,50,7,57,46,blue,red,Tango,Clover,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_03_ans1_role1_order1,increase,v21_inc_pebble_register,B_to_relevant,1,transformed_block_first,Xavier's register links the red pebble category to entry Clover. Entry Clover shows 50 pebbles before 7 more were collected. Xavier's register links the blue pebble category to entry Tango. Entry Tango shows a current quantity of 46 pebbles.,How many red pebbles does Xavier currently have?,How many blue pebbles does Xavier currently have?,add,50,7,57,46,blue,red,Tango,Clover,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_04_ans0_role0_order0,increase,v21_inc_coupon_index,A_to_relevant,0,direct_block_first,"In Yara's index, green coupons are assigned to card Elmwood. Card Elmwood states a current total of 54 coupons. In Yara's index, black coupons are assigned to card Dahlia. Card Dahlia states an earlier total of 24 coupons and an issue of 8 more coupons.",What number of black coupons does Yara have now?,What number of green coupons does Yara have now?,add,24,8,32,54,green,black,Elmwood,Dahlia,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_04_ans0_role0_order1,increase,v21_inc_coupon_index,A_to_relevant,0,transformed_block_first,"In Yara's index, black coupons are assigned to card Dahlia. Card Dahlia states an earlier total of 24 coupons and an issue of 8 more coupons. In Yara's index, green coupons are assigned to card Elmwood. Card Elmwood states a current total of 54 coupons.",What number of black coupons does Yara have now?,What number of green coupons does Yara have now?,add,24,8,32,54,green,black,Elmwood,Dahlia,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_04_ans0_role1_order0,increase,v21_inc_coupon_index,A_to_relevant,1,direct_block_first,"In Yara's index, black coupons are assigned to card Dahlia. Card Dahlia states a current total of 54 coupons. In Yara's index, green coupons are assigned to card Elmwood. Card Elmwood states an earlier total of 24 coupons and an issue of 8 more coupons.",What number of green coupons does Yara have now?,What number of black coupons does Yara have now?,add,24,8,32,54,black,green,Dahlia,Elmwood,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_04_ans0_role1_order1,increase,v21_inc_coupon_index,A_to_relevant,1,transformed_block_first,"In Yara's index, green coupons are assigned to card Elmwood. Card Elmwood states an earlier total of 24 coupons and an issue of 8 more coupons. In Yara's index, black coupons are assigned to card Dahlia. Card Dahlia states a current total of 54 coupons.",What number of green coupons does Yara have now?,What number of black coupons does Yara have now?,add,24,8,32,54,black,green,Dahlia,Elmwood,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_04_ans1_role0_order0,increase,v21_inc_coupon_index,B_to_relevant,0,direct_block_first,"In Yara's index, green coupons are assigned to card Elmwood. Card Elmwood states a current total of 32 coupons. In Yara's index, black coupons are assigned to card Dahlia. Card Dahlia states an earlier total of 46 coupons and an issue of 8 more coupons.",What number of black coupons does Yara have now?,What number of green coupons does Yara have now?,add,46,8,54,32,green,black,Elmwood,Dahlia,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_04_ans1_role0_order1,increase,v21_inc_coupon_index,B_to_relevant,0,transformed_block_first,"In Yara's index, black coupons are assigned to card Dahlia. Card Dahlia states an earlier total of 46 coupons and an issue of 8 more coupons. In Yara's index, green coupons are assigned to card Elmwood. Card Elmwood states a current total of 32 coupons.",What number of black coupons does Yara have now?,What number of green coupons does Yara have now?,add,46,8,54,32,green,black,Elmwood,Dahlia,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_04_ans1_role1_order0,increase,v21_inc_coupon_index,B_to_relevant,1,direct_block_first,"In Yara's index, black coupons are assigned to card Dahlia. Card Dahlia states a current total of 32 coupons. In Yara's index, green coupons are assigned to card Elmwood. Card Elmwood states an earlier total of 46 coupons and an issue of 8 more coupons.",What number of green coupons does Yara have now?,What number of black coupons does Yara have now?,add,46,8,54,32,black,green,Dahlia,Elmwood,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_04_ans1_role1_order1,increase,v21_inc_coupon_index,B_to_relevant,1,transformed_block_first,"In Yara's index, green coupons are assigned to card Elmwood. Card Elmwood states an earlier total of 46 coupons and an issue of 8 more coupons. In Yara's index, black coupons are assigned to card Dahlia. Card Dahlia states a current total of 32 coupons.",What number of green coupons does Yara have now?,What number of black coupons does Yara have now?,add,46,8,54,32,black,green,Dahlia,Elmwood,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_05_ans0_role0_order0,increase,v21_inc_marker_account,A_to_relevant,0,direct_block_first,The green marker total for Bruno is tracked in account Nimbus. Account Nimbus records a current balance of 52 markers. The black marker total for Bruno is tracked in account Fresco. Account Fresco records 29 markers before 2 more were delivered.,What is Bruno's current black marker balance?,What is Bruno's current green marker balance?,add,29,2,31,52,green,black,Nimbus,Fresco,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_05_ans0_role0_order1,increase,v21_inc_marker_account,A_to_relevant,0,transformed_block_first,The black marker total for Bruno is tracked in account Fresco. Account Fresco records 29 markers before 2 more were delivered. The green marker total for Bruno is tracked in account Nimbus. Account Nimbus records a current balance of 52 markers.,What is Bruno's current black marker balance?,What is Bruno's current green marker balance?,add,29,2,31,52,green,black,Nimbus,Fresco,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_05_ans0_role1_order0,increase,v21_inc_marker_account,A_to_relevant,1,direct_block_first,The black marker total for Bruno is tracked in account Fresco. Account Fresco records a current balance of 52 markers. The green marker total for Bruno is tracked in account Nimbus. Account Nimbus records 29 markers before 2 more were delivered.,What is Bruno's current green marker balance?,What is Bruno's current black marker balance?,add,29,2,31,52,black,green,Fresco,Nimbus,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_05_ans0_role1_order1,increase,v21_inc_marker_account,A_to_relevant,1,transformed_block_first,The green marker total for Bruno is tracked in account Nimbus. Account Nimbus records 29 markers before 2 more were delivered. The black marker total for Bruno is tracked in account Fresco. Account Fresco records a current balance of 52 markers.,What is Bruno's current green marker balance?,What is Bruno's current black marker balance?,add,29,2,31,52,black,green,Fresco,Nimbus,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_05_ans1_role0_order0,increase,v21_inc_marker_account,B_to_relevant,0,direct_block_first,The green marker total for Bruno is tracked in account Nimbus. Account Nimbus records a current balance of 31 markers. The black marker total for Bruno is tracked in account Fresco. Account Fresco records 50 markers before 2 more were delivered.,What is Bruno's current black marker balance?,What is Bruno's current green marker balance?,add,50,2,52,31,green,black,Nimbus,Fresco,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_05_ans1_role0_order1,increase,v21_inc_marker_account,B_to_relevant,0,transformed_block_first,The black marker total for Bruno is tracked in account Fresco. Account Fresco records 50 markers before 2 more were delivered. The green marker total for Bruno is tracked in account Nimbus. Account Nimbus records a current balance of 31 markers.,What is Bruno's current black marker balance?,What is Bruno's current green marker balance?,add,50,2,52,31,green,black,Nimbus,Fresco,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_05_ans1_role1_order0,increase,v21_inc_marker_account,B_to_relevant,1,direct_block_first,The black marker total for Bruno is tracked in account Fresco. Account Fresco records a current balance of 31 markers. The green marker total for Bruno is tracked in account Nimbus. Account Nimbus records 50 markers before 2 more were delivered.,What is Bruno's current green marker balance?,What is Bruno's current black marker balance?,add,50,2,52,31,black,green,Fresco,Nimbus,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_05_ans1_role1_order1,increase,v21_inc_marker_account,B_to_relevant,1,transformed_block_first,The green marker total for Bruno is tracked in account Nimbus. Account Nimbus records 50 markers before 2 more were delivered. The black marker total for Bruno is tracked in account Fresco. Account Fresco records a current balance of 31 markers.,What is Bruno's current green marker balance?,What is Bruno's current black marker balance?,add,50,2,52,31,black,green,Fresco,Nimbus,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_06_ans0_role0_order0,increase,v21_inc_packet_folder,A_to_relevant,0,direct_block_first,Chloe's green packet inventory is referenced by folder Zenith. Folder Zenith contains a current total of 42 packets. Chloe's black packet inventory is referenced by folder Opal. Folder Opal contains an initial total of 24 packets and notes that 7 more were placed there.,How many black packets are now in Chloe's inventory?,How many green packets are now in Chloe's inventory?,add,24,7,31,42,green,black,Zenith,Opal,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_06_ans0_role0_order1,increase,v21_inc_packet_folder,A_to_relevant,0,transformed_block_first,Chloe's black packet inventory is referenced by folder Opal. Folder Opal contains an initial total of 24 packets and notes that 7 more were placed there. Chloe's green packet inventory is referenced by folder Zenith. Folder Zenith contains a current total of 42 packets.,How many black packets are now in Chloe's inventory?,How many green packets are now in Chloe's inventory?,add,24,7,31,42,green,black,Zenith,Opal,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_06_ans0_role1_order0,increase,v21_inc_packet_folder,A_to_relevant,1,direct_block_first,Chloe's black packet inventory is referenced by folder Opal. Folder Opal contains a current total of 42 packets. Chloe's green packet inventory is referenced by folder Zenith. Folder Zenith contains an initial total of 24 packets and notes that 7 more were placed there.,How many green packets are now in Chloe's inventory?,How many black packets are now in Chloe's inventory?,add,24,7,31,42,black,green,Opal,Zenith,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_increase_06_ans0_role1_order1,increase,v21_inc_packet_folder,A_to_relevant,1,transformed_block_first,Chloe's green packet inventory is referenced by folder Zenith. Folder Zenith contains an initial total of 24 packets and notes that 7 more were placed there. Chloe's black packet inventory is referenced by folder Opal. Folder Opal contains a current total of 42 packets.,How many green packets are now in Chloe's inventory?,How many black packets are now in Chloe's inventory?,add,24,7,31,42,black,green,Opal,Zenith,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
