pair_id,lexical_family,template_family_id,answer_orientation,label_orientation,sentence_order,fact_math_correct,identical_context_confirmed,question_target_only_change,relevant_transformation_required,irrelevant_direct_retrieval_valid,answer_copy_shortcut_absent,paired_alternatives_correct,answer_and_foil_collision_absent,natural_grammar_and_unambiguous_meaning,accepted_answers_prespecified_and_coherent,automatic_pair_checks_all_pass,reviewer_id,review_status,comments,satisfies_independent_human_gate
calv2_temperature_01_ans0_label1_order1,temperature,v2_temp_room_rose,A_to_relevant,1,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_01_ans1_label0_order0,temperature,v2_temp_room_rose,B_to_relevant,0,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_01_ans1_label0_order1,temperature,v2_temp_room_rose,B_to_relevant,0,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_01_ans1_label1_order0,temperature,v2_temp_room_rose,B_to_relevant,1,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_01_ans1_label1_order1,temperature,v2_temp_room_rose,B_to_relevant,1,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_02_ans0_label0_order0,temperature,v2_temp_chamber_heated,A_to_relevant,0,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_02_ans0_label0_order1,temperature,v2_temp_chamber_heated,A_to_relevant,0,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_02_ans0_label1_order0,temperature,v2_temp_chamber_heated,A_to_relevant,1,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_02_ans0_label1_order1,temperature,v2_temp_chamber_heated,A_to_relevant,1,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_02_ans1_label0_order0,temperature,v2_temp_chamber_heated,B_to_relevant,0,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_02_ans1_label0_order1,temperature,v2_temp_chamber_heated,B_to_relevant,0,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_02_ans1_label1_order0,temperature,v2_temp_chamber_heated,B_to_relevant,1,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_02_ans1_label1_order1,temperature,v2_temp_chamber_heated,B_to_relevant,1,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_03_ans0_label0_order0,temperature,v2_temp_beaker_increased,A_to_relevant,0,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_03_ans0_label0_order1,temperature,v2_temp_beaker_increased,A_to_relevant,0,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_03_ans0_label1_order0,temperature,v2_temp_beaker_increased,A_to_relevant,1,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_03_ans0_label1_order1,temperature,v2_temp_beaker_increased,A_to_relevant,1,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_03_ans1_label0_order0,temperature,v2_temp_beaker_increased,B_to_relevant,0,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_03_ans1_label0_order1,temperature,v2_temp_beaker_increased,B_to_relevant,0,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_03_ans1_label1_order0,temperature,v2_temp_beaker_increased,B_to_relevant,1,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_03_ans1_label1_order1,temperature,v2_temp_beaker_increased,B_to_relevant,1,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_04_ans0_label0_order0,temperature,v2_temp_oven_climbed,A_to_relevant,0,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_04_ans0_label0_order1,temperature,v2_temp_oven_climbed,A_to_relevant,0,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_04_ans0_label1_order0,temperature,v2_temp_oven_climbed,A_to_relevant,1,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_04_ans0_label1_order1,temperature,v2_temp_oven_climbed,A_to_relevant,1,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_04_ans1_label0_order0,temperature,v2_temp_oven_climbed,B_to_relevant,0,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_04_ans1_label0_order1,temperature,v2_temp_oven_climbed,B_to_relevant,0,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_04_ans1_label1_order0,temperature,v2_temp_oven_climbed,B_to_relevant,1,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_04_ans1_label1_order1,temperature,v2_temp_oven_climbed,B_to_relevant,1,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_05_ans0_label0_order0,temperature,v2_temp_sensor_rising,A_to_relevant,0,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_05_ans0_label0_order1,temperature,v2_temp_sensor_rising,A_to_relevant,0,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_05_ans0_label1_order0,temperature,v2_temp_sensor_rising,A_to_relevant,1,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_05_ans0_label1_order1,temperature,v2_temp_sensor_rising,A_to_relevant,1,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_05_ans1_label0_order0,temperature,v2_temp_sensor_rising,B_to_relevant,0,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_05_ans1_label0_order1,temperature,v2_temp_sensor_rising,B_to_relevant,0,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_05_ans1_label1_order0,temperature,v2_temp_sensor_rising,B_to_relevant,1,direct_then_transformed,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
calv2_temperature_05_ans1_label1_order1,temperature,v2_temp_sensor_rising,B_to_relevant,1,transformed_then_direct,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2,AI_PREAUDIT_PASS,,NO
