pair_id,lexical_family,template_family_id,answer_orientation,label_record_role_orientation,record_block_order,arithmetic_answer_correct,identical_context_and_prompt_contract,question_target_only_change,matched_keyed_retrieval_structure,relevant_transformation_required,irrelevant_direct_retrieval_valid,answer_copy_shortcut_absent,paired_alternative_orientation_correct,one_token_output_instruction_clear,automatic_pair_checks_all_pass,natural_grammar_and_unambiguous_change_direction,reviewer_id,review_status,comments,satisfies_independent_human_gate
calv211_increase_05_ans0_role0_order1,increase,v21_inc_marker_account,A_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_05_ans0_role1_order0,increase,v21_inc_marker_account,A_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_05_ans0_role1_order1,increase,v21_inc_marker_account,A_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_05_ans1_role0_order0,increase,v21_inc_marker_account,B_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_05_ans1_role0_order1,increase,v21_inc_marker_account,B_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_05_ans1_role1_order0,increase,v21_inc_marker_account,B_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_05_ans1_role1_order1,increase,v21_inc_marker_account,B_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_06_ans0_role0_order0,increase,v21_inc_packet_folder,A_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_06_ans0_role0_order1,increase,v21_inc_packet_folder,A_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_06_ans0_role1_order0,increase,v21_inc_packet_folder,A_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_06_ans0_role1_order1,increase,v21_inc_packet_folder,A_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_06_ans1_role0_order0,increase,v21_inc_packet_folder,B_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_06_ans1_role0_order1,increase,v21_inc_packet_folder,B_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_06_ans1_role1_order0,increase,v21_inc_packet_folder,B_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_06_ans1_role1_order1,increase,v21_inc_packet_folder,B_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_07_ans0_role0_order0,increase,v21_inc_candle_catalog,A_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_07_ans0_role0_order1,increase,v21_inc_candle_catalog,A_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_07_ans0_role1_order0,increase,v21_inc_candle_catalog,A_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_07_ans0_role1_order1,increase,v21_inc_candle_catalog,A_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_07_ans1_role0_order0,increase,v21_inc_candle_catalog,B_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_07_ans1_role0_order1,increase,v21_inc_candle_catalog,B_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_07_ans1_role1_order0,increase,v21_inc_candle_catalog,B_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_increase_07_ans1_role1_order1,increase,v21_inc_candle_catalog,B_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_00_ans0_role0_order0,temperature,v21_temp_flask_archive,A_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_00_ans0_role0_order1,temperature,v21_temp_flask_archive,A_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_00_ans0_role1_order0,temperature,v21_temp_flask_archive,A_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_00_ans0_role1_order1,temperature,v21_temp_flask_archive,A_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_00_ans1_role0_order0,temperature,v21_temp_flask_archive,B_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_00_ans1_role0_order1,temperature,v21_temp_flask_archive,B_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_00_ans1_role1_order0,temperature,v21_temp_flask_archive,B_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_00_ans1_role1_order1,temperature,v21_temp_flask_archive,B_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_01_ans0_role0_order0,temperature,v21_temp_cabinet_ledger,A_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_01_ans0_role0_order1,temperature,v21_temp_cabinet_ledger,A_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_01_ans0_role1_order0,temperature,v21_temp_cabinet_ledger,A_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_01_ans0_role1_order1,temperature,v21_temp_cabinet_ledger,A_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_01_ans1_role0_order0,temperature,v21_temp_cabinet_ledger,B_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_01_ans1_role0_order1,temperature,v21_temp_cabinet_ledger,B_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_01_ans1_role1_order0,temperature,v21_temp_cabinet_ledger,B_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_01_ans1_role1_order1,temperature,v21_temp_cabinet_ledger,B_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_02_ans0_role0_order0,temperature,v21_temp_incubator_file,A_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_02_ans0_role0_order1,temperature,v21_temp_incubator_file,A_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_02_ans0_role1_order0,temperature,v21_temp_incubator_file,A_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_02_ans0_role1_order1,temperature,v21_temp_incubator_file,A_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_02_ans1_role0_order0,temperature,v21_temp_incubator_file,B_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_02_ans1_role0_order1,temperature,v21_temp_incubator_file,B_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_02_ans1_role1_order0,temperature,v21_temp_incubator_file,B_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_02_ans1_role1_order1,temperature,v21_temp_incubator_file,B_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_03_ans0_role0_order0,temperature,v21_temp_reservoir_register,A_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_03_ans0_role0_order1,temperature,v21_temp_reservoir_register,A_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_03_ans0_role1_order0,temperature,v21_temp_reservoir_register,A_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_03_ans0_role1_order1,temperature,v21_temp_reservoir_register,A_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_03_ans1_role0_order0,temperature,v21_temp_reservoir_register,B_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_03_ans1_role0_order1,temperature,v21_temp_reservoir_register,B_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_03_ans1_role1_order0,temperature,v21_temp_reservoir_register,B_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_03_ans1_role1_order1,temperature,v21_temp_reservoir_register,B_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_04_ans0_role0_order0,temperature,v21_temp_compartment_index,A_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_04_ans0_role0_order1,temperature,v21_temp_compartment_index,A_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_04_ans0_role1_order0,temperature,v21_temp_compartment_index,A_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_04_ans0_role1_order1,temperature,v21_temp_compartment_index,A_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_04_ans1_role0_order0,temperature,v21_temp_compartment_index,B_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_04_ans1_role0_order1,temperature,v21_temp_compartment_index,B_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_04_ans1_role1_order0,temperature,v21_temp_compartment_index,B_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_04_ans1_role1_order1,temperature,v21_temp_compartment_index,B_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_05_ans0_role0_order0,temperature,v21_temp_capsule_account,A_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_05_ans0_role0_order1,temperature,v21_temp_capsule_account,A_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_05_ans0_role1_order0,temperature,v21_temp_capsule_account,A_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_05_ans0_role1_order1,temperature,v21_temp_capsule_account,A_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_05_ans1_role0_order0,temperature,v21_temp_capsule_account,B_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_05_ans1_role0_order1,temperature,v21_temp_capsule_account,B_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_05_ans1_role1_order0,temperature,v21_temp_capsule_account,B_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_05_ans1_role1_order1,temperature,v21_temp_capsule_account,B_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_06_ans0_role0_order0,temperature,v21_temp_probe_folder,A_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_06_ans0_role0_order1,temperature,v21_temp_probe_folder,A_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_06_ans0_role1_order0,temperature,v21_temp_probe_folder,A_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_06_ans0_role1_order1,temperature,v21_temp_probe_folder,A_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_06_ans1_role0_order0,temperature,v21_temp_probe_folder,B_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_06_ans1_role0_order1,temperature,v21_temp_probe_folder,B_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_06_ans1_role1_order0,temperature,v21_temp_probe_folder,B_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_06_ans1_role1_order1,temperature,v21_temp_probe_folder,B_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_07_ans0_role0_order0,temperature,v21_temp_vessel_catalog,A_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_07_ans0_role0_order1,temperature,v21_temp_vessel_catalog,A_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_07_ans0_role1_order0,temperature,v21_temp_vessel_catalog,A_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_07_ans0_role1_order1,temperature,v21_temp_vessel_catalog,A_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_07_ans1_role0_order0,temperature,v21_temp_vessel_catalog,B_to_relevant,0,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_07_ans1_role0_order1,temperature,v21_temp_vessel_catalog,B_to_relevant,0,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_07_ans1_role1_order0,temperature,v21_temp_vessel_catalog,B_to_relevant,1,direct_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
calv211_temperature_07_ans1_role1_order1,temperature,v21_temp_vessel_catalog,B_to_relevant,1,transformed_block_first,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,codex_ai_preaudit_nonhuman_v2_1_1,AI_PREAUDIT_PASS,,NO
