pair_id,lexical_family,template_family_id,counterbalance_frame_id,item_instantiation_index,context,relevant_question,irrelevant_question,canonical_answer,prespecified_foils,prompt_token_count_relevant,prompt_token_count_irrelevant,auto_checks_pass,fact_math_correct,identical_context_confirmed,single_feature_change_confirmed,natural_grammar,relevance_labels_correct,answer_exposure_equal,reviewer_id,review_status,comments
cal_temperature_01_02_00,temperature,temp_room_rose,colors_b_forward,0,The green room is 22 degrees. The black room was 18 degrees before its temperature rose by 4 degrees.,What is the black room's temperature now?,What is the green room's temperature now?,22,18|4|14,39,39,True,,,,,,,,PENDING,
cal_temperature_01_02_01,temperature,temp_room_rose,colors_b_forward,1,The green room is 26 degrees. The black room was 19 degrees before its temperature rose by 7 degrees.,What is the black room's temperature now?,What is the green room's temperature now?,26,19|7|12,39,39,True,,,,,,,,PENDING,
cal_temperature_01_03_00,temperature,temp_room_rose,colors_b_reverse,0,The black room is 22 degrees. The green room was 18 degrees before its temperature rose by 4 degrees.,What is the green room's temperature now?,What is the black room's temperature now?,22,18|4|14,39,39,True,,,,,,,,PENDING,
cal_temperature_01_03_01,temperature,temp_room_rose,colors_b_reverse,1,The black room is 26 degrees. The green room was 19 degrees before its temperature rose by 7 degrees.,What is the green room's temperature now?,What is the black room's temperature now?,26,19|7|12,39,39,True,,,,,,,,PENDING,
cal_temperature_02_00_00,temperature,temp_chamber_heated,colors_a_forward,0,The red chamber is at 24 degrees. The blue chamber began at 20 degrees and was heated by 4 degrees.,What is the blue chamber's temperature now?,What is the red chamber's temperature now?,24,20|4|16,40,40,True,,,,,,,,PENDING,
cal_temperature_02_00_01,temperature,temp_chamber_heated,colors_a_forward,1,The red chamber is at 28 degrees. The blue chamber began at 21 degrees and was heated by 7 degrees.,What is the blue chamber's temperature now?,What is the red chamber's temperature now?,28,21|7|14,40,40,True,,,,,,,,PENDING,
cal_temperature_02_01_00,temperature,temp_chamber_heated,colors_a_reverse,0,The blue chamber is at 24 degrees. The red chamber began at 20 degrees and was heated by 4 degrees.,What is the red chamber's temperature now?,What is the blue chamber's temperature now?,24,20|4|16,40,40,True,,,,,,,,PENDING,
cal_temperature_02_01_01,temperature,temp_chamber_heated,colors_a_reverse,1,The blue chamber is at 28 degrees. The red chamber began at 21 degrees and was heated by 7 degrees.,What is the red chamber's temperature now?,What is the blue chamber's temperature now?,28,21|7|14,40,40,True,,,,,,,,PENDING,
cal_temperature_02_02_00,temperature,temp_chamber_heated,colors_b_forward,0,The green chamber is at 26 degrees. The black chamber began at 22 degrees and was heated by 4 degrees.,What is the black chamber's temperature now?,What is the green chamber's temperature now?,26,22|4|18,40,40,True,,,,,,,,PENDING,
cal_temperature_02_02_01,temperature,temp_chamber_heated,colors_b_forward,1,The green chamber is at 30 degrees. The black chamber began at 23 degrees and was heated by 7 degrees.,What is the black chamber's temperature now?,What is the green chamber's temperature now?,30,23|7|16,40,40,True,,,,,,,,PENDING,
cal_temperature_02_03_00,temperature,temp_chamber_heated,colors_b_reverse,0,The black chamber is at 26 degrees. The green chamber began at 22 degrees and was heated by 4 degrees.,What is the green chamber's temperature now?,What is the black chamber's temperature now?,26,22|4|18,40,40,True,,,,,,,,PENDING,
cal_temperature_02_03_01,temperature,temp_chamber_heated,colors_b_reverse,1,The black chamber is at 30 degrees. The green chamber began at 23 degrees and was heated by 7 degrees.,What is the green chamber's temperature now?,What is the black chamber's temperature now?,30,23|7|16,40,40,True,,,,,,,,PENDING,
cal_temperature_03_00_00,temperature,temp_beaker_increased,colors_a_forward,0,The red beaker is at 28 degrees. The blue beaker was at 24 degrees and its temperature increased by 4 degrees.,What is the blue beaker's temperature now?,What is the red beaker's temperature now?,28,24|4|20,44,44,True,,,,,,,,PENDING,
cal_temperature_03_00_01,temperature,temp_beaker_increased,colors_a_forward,1,The red beaker is at 19 degrees. The blue beaker was at 12 degrees and its temperature increased by 7 degrees.,What is the blue beaker's temperature now?,What is the red beaker's temperature now?,19,12|7|5,44,44,True,,,,,,,,PENDING,
cal_temperature_03_01_00,temperature,temp_beaker_increased,colors_a_reverse,0,The blue beaker is at 28 degrees. The red beaker was at 24 degrees and its temperature increased by 4 degrees.,What is the red beaker's temperature now?,What is the blue beaker's temperature now?,28,24|4|20,44,44,True,,,,,,,,PENDING,
cal_temperature_03_01_01,temperature,temp_beaker_increased,colors_a_reverse,1,The blue beaker is at 19 degrees. The red beaker was at 12 degrees and its temperature increased by 7 degrees.,What is the red beaker's temperature now?,What is the blue beaker's temperature now?,19,12|7|5,44,44,True,,,,,,,,PENDING,
cal_temperature_03_02_00,temperature,temp_beaker_increased,colors_b_forward,0,The green beaker is at 17 degrees. The black beaker was at 13 degrees and its temperature increased by 4 degrees.,What is the black beaker's temperature now?,What is the green beaker's temperature now?,17,13|4|9,44,44,True,,,,,,,,PENDING,
cal_temperature_03_02_01,temperature,temp_beaker_increased,colors_b_forward,1,The green beaker is at 21 degrees. The black beaker was at 14 degrees and its temperature increased by 7 degrees.,What is the black beaker's temperature now?,What is the green beaker's temperature now?,21,14|7,44,44,True,,,,,,,,PENDING,
cal_temperature_03_03_00,temperature,temp_beaker_increased,colors_b_reverse,0,The black beaker is at 17 degrees. The green beaker was at 13 degrees and its temperature increased by 4 degrees.,What is the green beaker's temperature now?,What is the black beaker's temperature now?,17,13|4|9,44,44,True,,,,,,,,PENDING,
cal_temperature_03_03_01,temperature,temp_beaker_increased,colors_b_reverse,1,The black beaker is at 21 degrees. The green beaker was at 14 degrees and its temperature increased by 7 degrees.,What is the green beaker's temperature now?,What is the black beaker's temperature now?,21,14|7,44,44,True,,,,,,,,PENDING,
cal_temperature_04_00_00,temperature,temp_oven_climbed,colors_a_forward,0,The red oven is at 19 degrees. The blue oven was at 15 degrees before its temperature climbed by 4 degrees.,What is the blue oven's temperature now?,What is the red oven's temperature now?,19,15|4|11,41,41,True,,,,,,,,PENDING,
cal_temperature_04_00_01,temperature,temp_oven_climbed,colors_a_forward,1,The red oven is at 23 degrees. The blue oven was at 16 degrees before its temperature climbed by 7 degrees.,What is the blue oven's temperature now?,What is the red oven's temperature now?,23,16|7|9,41,41,True,,,,,,,,PENDING,
cal_temperature_04_01_00,temperature,temp_oven_climbed,colors_a_reverse,0,The blue oven is at 19 degrees. The red oven was at 15 degrees before its temperature climbed by 4 degrees.,What is the red oven's temperature now?,What is the blue oven's temperature now?,19,15|4|11,41,41,True,,,,,,,,PENDING,
cal_temperature_04_01_01,temperature,temp_oven_climbed,colors_a_reverse,1,The blue oven is at 23 degrees. The red oven was at 16 degrees before its temperature climbed by 7 degrees.,What is the red oven's temperature now?,What is the blue oven's temperature now?,23,16|7|9,41,41,True,,,,,,,,PENDING,
cal_temperature_04_02_00,temperature,temp_oven_climbed,colors_b_forward,0,The green oven is at 21 degrees. The black oven was at 17 degrees before its temperature climbed by 4 degrees.,What is the black oven's temperature now?,What is the green oven's temperature now?,21,17|4|13,41,41,True,,,,,,,,PENDING,
cal_temperature_04_02_01,temperature,temp_oven_climbed,colors_b_forward,1,The green oven is at 25 degrees. The black oven was at 18 degrees before its temperature climbed by 7 degrees.,What is the black oven's temperature now?,What is the green oven's temperature now?,25,18|7|11,41,41,True,,,,,,,,PENDING,
cal_temperature_04_03_00,temperature,temp_oven_climbed,colors_b_reverse,0,The black oven is at 21 degrees. The green oven was at 17 degrees before its temperature climbed by 4 degrees.,What is the green oven's temperature now?,What is the black oven's temperature now?,21,17|4|13,41,41,True,,,,,,,,PENDING,
cal_temperature_04_03_01,temperature,temp_oven_climbed,colors_b_reverse,1,The black oven is at 25 degrees. The green oven was at 18 degrees before its temperature climbed by 7 degrees.,What is the green oven's temperature now?,What is the black oven's temperature now?,25,18|7|11,41,41,True,,,,,,,,PENDING,
cal_temperature_05_00_00,temperature,temp_sensor_rising,colors_a_forward,0,The red sensor reads 23 degrees. The blue sensor read 19 degrees before its reading rose by 4 degrees.,What temperature does the blue sensor read now?,What temperature does the red sensor read now?,23,19|4|15,39,39,True,,,,,,,,PENDING,
cal_temperature_05_00_01,temperature,temp_sensor_rising,colors_a_forward,1,The red sensor reads 27 degrees. The blue sensor read 20 degrees before its reading rose by 7 degrees.,What temperature does the blue sensor read now?,What temperature does the red sensor read now?,27,20|7|13,39,39,True,,,,,,,,PENDING,
cal_temperature_05_01_00,temperature,temp_sensor_rising,colors_a_reverse,0,The blue sensor reads 23 degrees. The red sensor read 19 degrees before its reading rose by 4 degrees.,What temperature does the red sensor read now?,What temperature does the blue sensor read now?,23,19|4|15,39,39,True,,,,,,,,PENDING,
cal_temperature_05_01_01,temperature,temp_sensor_rising,colors_a_reverse,1,The blue sensor reads 27 degrees. The red sensor read 20 degrees before its reading rose by 7 degrees.,What temperature does the red sensor read now?,What temperature does the blue sensor read now?,27,20|7|13,39,39,True,,,,,,,,PENDING,
cal_temperature_05_02_00,temperature,temp_sensor_rising,colors_b_forward,0,The green sensor reads 25 degrees. The black sensor read 21 degrees before its reading rose by 4 degrees.,What temperature does the black sensor read now?,What temperature does the green sensor read now?,25,21|4|17,39,39,True,,,,,,,,PENDING,
cal_temperature_05_02_01,temperature,temp_sensor_rising,colors_b_forward,1,The green sensor reads 29 degrees. The black sensor read 22 degrees before its reading rose by 7 degrees.,What temperature does the black sensor read now?,What temperature does the green sensor read now?,29,22|7|15,39,39,True,,,,,,,,PENDING,
cal_temperature_05_03_00,temperature,temp_sensor_rising,colors_b_reverse,0,The black sensor reads 25 degrees. The green sensor read 21 degrees before its reading rose by 4 degrees.,What temperature does the green sensor read now?,What temperature does the black sensor read now?,25,21|4|17,39,39,True,,,,,,,,PENDING,
cal_temperature_05_03_01,temperature,temp_sensor_rising,colors_b_reverse,1,The black sensor reads 29 degrees. The green sensor read 22 degrees before its reading rose by 7 degrees.,What temperature does the green sensor read now?,What temperature does the black sensor read now?,29,22|7|15,39,39,True,,,,,,,,PENDING,
